probe,face,x,y,z,Cp
105,Barlovento,-0.01267,-0.06285,0.11000,0.04789
106,Barlovento,-0.01267,-0.06285,0.13000,0.07005
107,Barlovento,-0.01267,-0.06285,0.15000,0.09158
108,Barlovento,-0.01267,-0.06285,0.17000,0.11130
109,Barlovento,-0.01267,-0.06285,0.19000,0.12763
110,Barlovento,-0.01267,-0.06285,0.21000,0.13912
111,Barlovento,-0.01267,-0.06285,0.23000,0.14556
112,Barlovento,-0.01267,-0.06285,0.25000,0.14791
113,Barlovento,-0.01267,-0.06285,0.27000,0.14767
114,Barlovento,-0.01267,-0.06285,0.29000,0.14602
115,Barlovento,-0.01267,-0.06285,0.31000,0.14286
116,Barlovento,-0.01267,-0.06285,0.33000,0.11796
117,Barlovento,-0.01267,-0.06285,0.35000,0.08868
118,Barlovento,-0.01267,-0.06285,0.37000,0.09501
119,Barlovento,-0.01267,-0.06285,0.39000,0.07344
120,Barlovento,-0.02552,-0.04752,0.01000,0.22709
121,Barlovento,-0.02552,-0.04752,0.03000,0.18655
122,Barlovento,-0.02552,-0.04752,0.05000,0.19530
123,Barlovento,-0.02552,-0.04752,0.07000,0.22200
124,Barlovento,-0.02552,-0.04752,0.09000,0.24950
125,Barlovento,-0.02552,-0.04752,0.11000,0.27616
126,Barlovento,-0.02552,-0.04752,0.13000,0.30170
127,Barlovento,-0.02552,-0.04752,0.15000,0.32578
128,Barlovento,-0.02552,-0.04752,0.17000,0.34793
129,Barlovento,-0.02552,-0.04752,0.19000,0.36775
130,Barlovento,-0.02552,-0.04752,0.21000,0.38485
131,Barlovento,-0.02552,-0.04752,0.23000,0.39914
132,Barlovento,-0.02552,-0.04752,0.25000,0.41090
133,Barlovento,-0.02552,-0.04752,0.27000,0.42037
134,Barlovento,-0.02552,-0.04752,0.29000,0.42765
135,Barlovento,-0.02552,-0.04752,0.31000,0.43199
136,Barlovento,-0.02552,-0.04752,0.33000,0.43225
137,Barlovento,-0.02552,-0.04752,0.35000,0.43343
138,Barlovento,-0.02552,-0.04752,0.37000,0.41901
139,Barlovento,-0.02552,-0.04752,0.39000,0.29991
140,Barlovento,-0.03838,-0.03220,0.01000,0.33705
141,Barlovento,-0.03838,-0.03220,0.03000,0.29609
142,Barlovento,-0.03838,-0.03220,0.05000,0.31252
143,Barlovento,-0.03838,-0.03220,0.07000,0.34357
144,Barlovento,-0.03838,-0.03220,0.09000,0.37623
145,Barlovento,-0.03838,-0.03220,0.11000,0.40831
146,Barlovento,-0.03838,-0.03220,0.13000,0.43826
147,Barlovento,-0.03838,-0.03220,0.15000,0.46601
148,Barlovento,-0.03838,-0.03220,0.17000,0.49188
149,Barlovento,-0.03838,-0.03220,0.19000,0.51537
150,Barlovento,-0.03838,-0.03220,0.21000,0.53641
151,Barlovento,-0.03838,-0.03220,0.23000,0.55505
152,Barlovento,-0.03838,-0.03220,0.25000,0.57141
153,Barlovento,-0.03838,-0.03220,0.27000,0.58529
154,Barlovento,-0.03838,-0.03220,0.29000,0.59666
155,Barlovento,-0.03838,-0.03220,0.31000,0.60451
156,Barlovento,-0.03838,-0.03220,0.33000,0.60715
157,Barlovento,-0.03838,-0.03220,0.35000,0.60078
158,Barlovento,-0.03838,-0.03220,0.37000,0.56858
159,Barlovento,-0.03838,-0.03220,0.39000,0.40935
160,Barlovento,-0.05123,-0.01688,0.01000,0.39585
161,Barlovento,-0.05123,-0.01688,0.03000,0.36259
162,Barlovento,-0.05123,-0.01688,0.05000,0.39680
163,Barlovento,-0.05123,-0.01688,0.07000,0.43811
164,Barlovento,-0.05123,-0.01688,0.09000,0.47850
165,Barlovento,-0.05123,-0.01688,0.11000,0.51649
166,Barlovento,-0.05123,-0.01688,0.13000,0.55161
167,Barlovento,-0.05123,-0.01688,0.15000,0.58381
168,Barlovento,-0.05123,-0.01688,0.17000,0.61347
169,Barlovento,-0.05123,-0.01688,0.19000,0.64067
170,Barlovento,-0.05123,-0.01688,0.21000,0.66546
171,Barlovento,-0.05123,-0.01688,0.23000,0.68783
172,Barlovento,-0.05123,-0.01688,0.25000,0.70799
173,Barlovento,-0.05123,-0.01688,0.27000,0.72569
174,Barlovento,-0.05123,-0.01688,0.29000,0.74044
175,Barlovento,-0.05123,-0.01688,0.31000,0.75119
176,Barlovento,-0.05123,-0.01688,0.33000,0.75609
177,Barlovento,-0.05123,-0.01688,0.35000,0.74552
178,Barlovento,-0.05123,-0.01688,0.37000,0.70500
179,Barlovento,-0.05123,-0.01688,0.39000,0.51033
180,Barlovento,-0.06409,-0.00156,0.01000,0.39631
181,Barlovento,-0.06409,-0.00156,0.03000,0.41972
182,Barlovento,-0.06409,-0.00156,0.05000,0.47846
183,Barlovento,-0.06409,-0.00156,0.07000,0.53466
184,Barlovento,-0.06409,-0.00156,0.09000,0.58514
185,Barlovento,-0.06409,-0.00156,0.11000,0.63056
186,Barlovento,-0.06409,-0.00156,0.13000,0.67176
187,Barlovento,-0.06409,-0.00156,0.15000,0.70920
188,Barlovento,-0.06409,-0.00156,0.17000,0.74369
189,Barlovento,-0.06409,-0.00156,0.19000,0.77537
190,Barlovento,-0.06409,-0.00156,0.21000,0.80454
191,Barlovento,-0.06409,-0.00156,0.23000,0.83108
192,Barlovento,-0.06409,-0.00156,0.25000,0.85558
193,Barlovento,-0.06409,-0.00156,0.27000,0.87776
194,Barlovento,-0.06409,-0.00156,0.29000,0.89722
195,Barlovento,-0.06409,-0.00156,0.31000,0.91303
196,Barlovento,-0.06409,-0.00156,0.33000,0.92414
197,Barlovento,-0.06409,-0.00156,0.35000,0.92170
198,Barlovento,-0.06409,-0.00156,0.37000,0.88965
199,Barlovento,-0.06409,-0.00156,0.39000,0.70925
200,Lateral+,-0.06285,0.01267,0.01000,0.30271
201,Lateral+,-0.06285,0.01267,0.03000,0.30517
202,Lateral+,-0.06285,0.01267,0.05000,0.34667
203,Lateral+,-0.06285,0.01267,0.07000,0.39043
204,Lateral+,-0.06285,0.01267,0.09000,0.42837
205,Lateral+,-0.06285,0.01267,0.11000,0.46323
206,Lateral+,-0.06285,0.01267,0.13000,0.49520
207,Lateral+,-0.06285,0.01267,0.15000,0.52444
208,Lateral+,-0.06285,0.01267,0.17000,0.55140
209,Lateral+,-0.06285,0.01267,0.19000,0.57624
210,Lateral+,-0.06285,0.01267,0.21000,0.59908
211,Lateral+,-0.06285,0.01267,0.23000,0.61992
212,Lateral+,-0.06285,0.01267,0.25000,0.63895
213,Lateral+,-0.06285,0.01267,0.27000,0.65596
214,Lateral+,-0.06285,0.01267,0.29000,0.67057
215,Lateral+,-0.06285,0.01267,0.31000,0.68190
216,Lateral+,-0.06285,0.01267,0.33000,0.68287
217,Lateral+,-0.06285,0.01267,0.35000,0.67690
218,Lateral+,-0.06285,0.01267,0.37000,0.63870
219,Lateral+,-0.06285,0.01267,0.39000,0.44235
220,Lateral+,-0.04752,0.02552,0.01000,0.27304
221,Lateral+,-0.04752,0.02552,0.03000,0.24973
222,Lateral+,-0.04752,0.02552,0.05000,0.27071
223,Lateral+,-0.04752,0.02552,0.07000,0.30084
224,Lateral+,-0.04752,0.02552,0.09000,0.33026
225,Lateral+,-0.04752,0.02552,0.11000,0.35862
226,Lateral+,-0.04752,0.02552,0.13000,0.38534
227,Lateral+,-0.04752,0.02552,0.15000,0.41015
228,Lateral+,-0.04752,0.02552,0.17000,0.43312
229,Lateral+,-0.04752,0.02552,0.19000,0.45416
230,Lateral+,-0.04752,0.02552,0.21000,0.47323
231,Lateral+,-0.04752,0.02552,0.23000,0.49028
232,Lateral+,-0.04752,0.02552,0.25000,0.50544
233,Lateral+,-0.04752,0.02552,0.27000,0.51852
234,Lateral+,-0.04752,0.02552,0.29000,0.52919
235,Lateral+,-0.04752,0.02552,0.31000,0.53650
236,Lateral+,-0.04752,0.02552,0.33000,0.53797
237,Lateral+,-0.04752,0.02552,0.35000,0.52807
238,Lateral+,-0.04752,0.02552,0.37000,0.48440
239,Lateral+,-0.04752,0.02552,0.39000,0.28255
240,Lateral+,-0.03220,0.03838,0.01000,0.21005
241,Lateral+,-0.03220,0.03838,0.03000,0.18479
242,Lateral+,-0.03220,0.03838,0.05000,0.19118
243,Lateral+,-0.03220,0.03838,0.07000,0.21177
244,Lateral+,-0.03220,0.03838,0.09000,0.23484
245,Lateral+,-0.03220,0.03838,0.11000,0.25774
246,Lateral+,-0.03220,0.03838,0.13000,0.28036
247,Lateral+,-0.03220,0.03838,0.15000,0.30178
248,Lateral+,-0.03220,0.03838,0.17000,0.32127
249,Lateral+,-0.03220,0.03838,0.19000,0.33907
250,Lateral+,-0.03220,0.03838,0.21000,0.35490
251,Lateral+,-0.03220,0.03838,0.23000,0.36866
252,Lateral+,-0.03220,0.03838,0.25000,0.38043
253,Lateral+,-0.03220,0.03838,0.27000,0.39050
254,Lateral+,-0.03220,0.03838,0.29000,0.39840
255,Lateral+,-0.03220,0.03838,0.31000,0.40403
256,Lateral+,-0.03220,0.03838,0.33000,0.40673
257,Lateral+,-0.03220,0.03838,0.35000,0.40020
258,Lateral+,-0.03220,0.03838,0.37000,0.37988
259,Lateral+,-0.03220,0.03838,0.39000,0.22425
260,Lateral+,-0.01688,0.05123,0.01000,0.11522
261,Lateral+,-0.01688,0.05123,0.03000,0.09313
262,Lateral+,-0.01688,0.05123,0.05000,0.09150
263,Lateral+,-0.01688,0.05123,0.07000,0.10352
264,Lateral+,-0.01688,0.05123,0.09000,0.12135
265,Lateral+,-0.01688,0.05123,0.11000,0.14065
266,Lateral+,-0.01688,0.05123,0.13000,0.16016
267,Lateral+,-0.01688,0.05123,0.15000,0.17897
268,Lateral+,-0.01688,0.05123,0.17000,0.19631
269,Lateral+,-0.01688,0.05123,0.19000,0.21153
270,Lateral+,-0.01688,0.05123,0.21000,0.22419
271,Lateral+,-0.01688,0.05123,0.23000,0.23422
272,Lateral+,-0.01688,0.05123,0.25000,0.24192
273,Lateral+,-0.01688,0.05123,0.27000,0.24784
274,Lateral+,-0.01688,0.05123,0.29000,0.25252
275,Lateral+,-0.01688,0.05123,0.31000,0.25639
276,Lateral+,-0.01688,0.05123,0.33000,0.26001
277,Lateral+,-0.01688,0.05123,0.35000,0.27879
278,Lateral+,-0.01688,0.05123,0.37000,0.27163
279,Lateral+,-0.01688,0.05123,0.39000,0.17642
280,Lateral+,-0.00156,0.06409,0.01000,-0.08328
281,Lateral+,-0.00156,0.06409,0.03000,-0.12161
282,Lateral+,-0.00156,0.06409,0.05000,-0.12418
283,Lateral+,-0.00156,0.06409,0.07000,-0.09302
284,Lateral+,-0.00156,0.06409,0.09000,-0.07888
285,Lateral+,-0.00156,0.06409,0.11000,-0.06150
286,Lateral+,-0.00156,0.06409,0.13000,-0.04238
287,Lateral+,-0.00156,0.06409,0.15000,-0.02350
288,Lateral+,-0.00156,0.06409,0.17000,-0.00659
289,Lateral+,-0.00156,0.06409,0.19000,0.00677
290,Lateral+,-0.00156,0.06409,0.21000,0.01527
291,Lateral+,-0.00156,0.06409,0.23000,0.01852
292,Lateral+,-0.00156,0.06409,0.25000,0.01786
293,Lateral+,-0.00156,0.06409,0.27000,0.01501
294,Lateral+,-0.00156,0.06409,0.29000,0.01162
295,Lateral+,-0.00156,0.06409,0.31000,0.00932
296,Lateral+,-0.00156,0.06409,0.33000,0.00915
297,Lateral+,-0.00156,0.06409,0.35000,-0.01669
298,Lateral+,-0.00156,0.06409,0.37000,-0.00833
299,Lateral+,-0.00156,0.06409,0.39000,-0.02641
300,Lateral-,0.00156,-0.06409,0.01000,-0.43961
301,Lateral-,0.00156,-0.06409,0.03000,-0.45013
302,Lateral-,0.00156,-0.06409,0.05000,-0.45827
303,Lateral-,0.00156,-0.06409,0.07000,-0.45445
304,Lateral-,0.00156,-0.06409,0.09000,-0.44163
305,Lateral-,0.00156,-0.06409,0.11000,-0.42104
306,Lateral-,0.00156,-0.06409,0.13000,-0.39648
307,Lateral-,0.00156,-0.06409,0.15000,-0.37201
308,Lateral-,0.00156,-0.06409,0.17000,-0.35165
309,Lateral-,0.00156,-0.06409,0.19000,-0.33883
310,Lateral-,0.00156,-0.06409,0.21000,-0.33651
311,Lateral-,0.00156,-0.06409,0.23000,-0.34548
312,Lateral-,0.00156,-0.06409,0.25000,-0.36271
313,Lateral-,0.00156,-0.06409,0.27000,-0.38453
314,Lateral-,0.00156,-0.06409,0.29000,-0.40701
315,Lateral-,0.00156,-0.06409,0.31000,-0.42627
316,Lateral-,0.00156,-0.06409,0.33000,-0.44234
317,Lateral-,0.00156,-0.06409,0.35000,-0.45545
318,Lateral-,0.00156,-0.06409,0.37000,-0.45644
319,Lateral-,0.00156,-0.06409,0.39000,-0.45770
320,Lateral-,0.01688,-0.05123,0.01000,-0.44544
321,Lateral-,0.01688,-0.05123,0.03000,-0.45854
322,Lateral-,0.01688,-0.05123,0.05000,-0.46461
323,Lateral-,0.01688,-0.05123,0.07000,-0.46439
324,Lateral-,0.01688,-0.05123,0.09000,-0.45291
325,Lateral-,0.01688,-0.05123,0.11000,-0.43470
326,Lateral-,0.01688,-0.05123,0.13000,-0.41268
327,Lateral-,0.01688,-0.05123,0.15000,-0.39049
328,Lateral-,0.01688,-0.05123,0.17000,-0.37218
329,Lateral-,0.01688,-0.05123,0.19000,-0.36122
330,Lateral-,0.01688,-0.05123,0.21000,-0.35984
331,Lateral-,0.01688,-0.05123,0.23000,-0.36820
332,Lateral-,0.01688,-0.05123,0.25000,-0.38424
333,Lateral-,0.01688,-0.05123,0.27000,-0.40445
334,Lateral-,0.01688,-0.05123,0.29000,-0.42495
335,Lateral-,0.01688,-0.05123,0.31000,-0.44216
336,Lateral-,0.01688,-0.05123,0.33000,-0.45424
337,Lateral-,0.01688,-0.05123,0.35000,-0.45920
338,Lateral-,0.01688,-0.05123,0.37000,-0.46131
339,Lateral-,0.01688,-0.05123,0.39000,-0.46629
340,Lateral-,0.03220,-0.03838,0.01000,-0.45898
341,Lateral-,0.03220,-0.03838,0.03000,-0.47033
342,Lateral-,0.03220,-0.03838,0.05000,-0.47810
343,Lateral-,0.03220,-0.03838,0.07000,-0.47511
344,Lateral-,0.03220,-0.03838,0.09000,-0.46196
345,Lateral-,0.03220,-0.03838,0.11000,-0.44513
346,Lateral-,0.03220,-0.03838,0.13000,-0.42466
347,Lateral-,0.03220,-0.03838,0.15000,-0.40373
348,Lateral-,0.03220,-0.03838,0.17000,-0.38658
349,Lateral-,0.03220,-0.03838,0.19000,-0.37663
350,Lateral-,0.03220,-0.03838,0.21000,-0.37590
351,Lateral-,0.03220,-0.03838,0.23000,-0.38449
352,Lateral-,0.03220,-0.03838,0.25000,-0.40057
353,Lateral-,0.03220,-0.03838,0.27000,-0.42083
354,Lateral-,0.03220,-0.03838,0.29000,-0.44133
355,Lateral-,0.03220,-0.03838,0.31000,-0.45815
356,Lateral-,0.03220,-0.03838,0.33000,-0.46857
357,Lateral-,0.03220,-0.03838,0.35000,-0.47143
358,Lateral-,0.03220,-0.03838,0.37000,-0.46714
359,Lateral-,0.03220,-0.03838,0.39000,-0.46359
360,Lateral-,0.04752,-0.02552,0.01000,-0.46291
361,Lateral-,0.04752,-0.02552,0.03000,-0.47889
362,Lateral-,0.04752,-0.02552,0.05000,-0.49354
363,Lateral-,0.04752,-0.02552,0.07000,-0.48301
364,Lateral-,0.04752,-0.02552,0.09000,-0.46395
365,Lateral-,0.04752,-0.02552,0.11000,-0.44866
366,Lateral-,0.04752,-0.02552,0.13000,-0.42685
367,Lateral-,0.04752,-0.02552,0.15000,-0.40336
368,Lateral-,0.04752,-0.02552,0.17000,-0.38356
369,Lateral-,0.04752,-0.02552,0.19000,-0.37197
370,Lateral-,0.04752,-0.02552,0.21000,-0.37100
371,Lateral-,0.04752,-0.02552,0.23000,-0.38094
372,Lateral-,0.04752,-0.02552,0.25000,-0.39936
373,Lateral-,0.04752,-0.02552,0.27000,-0.42240
374,Lateral-,0.04752,-0.02552,0.29000,-0.44550
375,Lateral-,0.04752,-0.02552,0.31000,-0.46473
376,Lateral-,0.04752,-0.02552,0.33000,-0.47685
377,Lateral-,0.04752,-0.02552,0.35000,-0.47922
378,Lateral-,0.04752,-0.02552,0.37000,-0.47140
379,Lateral-,0.04752,-0.02552,0.39000,-0.46014
380,Lateral-,0.06285,-0.01267,0.01000,-0.45658
381,Lateral-,0.06285,-0.01267,0.03000,-0.47236
382,Lateral-,0.06285,-0.01267,0.05000,-0.48327
383,Lateral-,0.06285,-0.01267,0.07000,-0.46798
384,Lateral-,0.06285,-0.01267,0.09000,-0.45687
385,Lateral-,0.06285,-0.01267,0.11000,-0.44275
386,Lateral-,0.06285,-0.01267,0.13000,-0.41334
387,Lateral-,0.06285,-0.01267,0.15000,-0.37999
388,Lateral-,0.06285,-0.01267,0.17000,-0.35151
389,Lateral-,0.06285,-0.01267,0.19000,-0.33447
390,Lateral-,0.06285,-0.01267,0.21000,-0.33146
391,Lateral-,0.06285,-0.01267,0.23000,-0.34304
392,Lateral-,0.06285,-0.01267,0.25000,-0.36610
393,Lateral-,0.06285,-0.01267,0.27000,-0.39581
394,Lateral-,0.06285,-0.01267,0.29000,-0.42709
395,Lateral-,0.06285,-0.01267,0.31000,-0.45517
396,Lateral-,0.06285,-0.01267,0.33000,-0.47499
397,Lateral-,0.06285,-0.01267,0.35000,-0.48357
398,Lateral-,0.06285,-0.01267,0.37000,-0.47576
399,Lateral-,0.06285,-0.01267,0.39000,-0.46192
