probe,face,x,y,z,Cp
44,Sotavento,0.04934,0.00870,0.09000,-0.38235
45,Sotavento,0.04934,0.00870,0.11000,-0.36488
46,Sotavento,0.04934,0.00870,0.13000,-0.34341
47,Sotavento,0.04934,0.00870,0.15000,-0.32221
48,Sotavento,0.04934,0.00870,0.17000,-0.30362
49,Sotavento,0.04934,0.00870,0.19000,-0.28987
50,Sotavento,0.04934,0.00870,0.21000,-0.28349
51,Sotavento,0.04934,0.00870,0.23000,-0.28588
52,Sotavento,0.04934,0.00870,0.25000,-0.29638
53,Sotavento,0.04934,0.00870,0.27000,-0.31299
54,Sotavento,0.04934,0.00870,0.29000,-0.33304
55,Sotavento,0.04934,0.00870,0.31000,-0.35345
56,Sotavento,0.04934,0.00870,0.33000,-0.37142
57,Sotavento,0.04934,0.00870,0.35000,-0.38458
58,Sotavento,0.04934,0.00870,0.37000,-0.38955
59,Sotavento,0.04934,0.00870,0.39000,-0.39486
60,Sotavento,0.04587,0.02840,0.01000,-0.39088
61,Sotavento,0.04587,0.02840,0.03000,-0.38411
62,Sotavento,0.04587,0.02840,0.05000,-0.38191
63,Sotavento,0.04587,0.02840,0.07000,-0.38560
64,Sotavento,0.04587,0.02840,0.09000,-0.38403
65,Sotavento,0.04587,0.02840,0.11000,-0.37241
66,Sotavento,0.04587,0.02840,0.13000,-0.35672
67,Sotavento,0.04587,0.02840,0.15000,-0.34074
68,Sotavento,0.04587,0.02840,0.17000,-0.32662
69,Sotavento,0.04587,0.02840,0.19000,-0.31600
70,Sotavento,0.04587,0.02840,0.21000,-0.31139
71,Sotavento,0.04587,0.02840,0.23000,-0.31443
72,Sotavento,0.04587,0.02840,0.25000,-0.32410
73,Sotavento,0.04587,0.02840,0.27000,-0.33782
74,Sotavento,0.04587,0.02840,0.29000,-0.35282
75,Sotavento,0.04587,0.02840,0.31000,-0.36610
76,Sotavento,0.04587,0.02840,0.33000,-0.37630
77,Sotavento,0.04587,0.02840,0.35000,-0.38383
78,Sotavento,0.04587,0.02840,0.37000,-0.38047
79,Sotavento,0.04587,0.02840,0.39000,-0.36511
80,Sotavento,0.04239,0.04809,0.01000,-0.38903
81,Sotavento,0.04239,0.04809,0.03000,-0.38775
82,Sotavento,0.04239,0.04809,0.05000,-0.38438
83,Sotavento,0.04239,0.04809,0.07000,-0.38163
84,Sotavento,0.04239,0.04809,0.09000,-0.38158
85,Sotavento,0.04239,0.04809,0.11000,-0.37327
86,Sotavento,0.04239,0.04809,0.13000,-0.36022
87,Sotavento,0.04239,0.04809,0.15000,-0.34635
88,Sotavento,0.04239,0.04809,0.17000,-0.33378
89,Sotavento,0.04239,0.04809,0.19000,-0.32438
90,Sotavento,0.04239,0.04809,0.21000,-0.32017
91,Sotavento,0.04239,0.04809,0.23000,-0.32263
92,Sotavento,0.04239,0.04809,0.25000,-0.33077
93,Sotavento,0.04239,0.04809,0.27000,-0.34249
94,Sotavento,0.04239,0.04809,0.29000,-0.35373
95,Sotavento,0.04239,0.04809,0.31000,-0.36018
96,Sotavento,0.04239,0.04809,0.33000,-0.36244
97,Sotavento,0.04239,0.04809,0.35000,-0.37348
98,Sotavento,0.04239,0.04809,0.37000,-0.37470
99,Sotavento,0.04239,0.04809,0.39000,-0.35730
100,Barlovento,-0.04239,-0.04809,0.01000,0.25021
101,Barlovento,-0.04239,-0.04809,0.03000,0.22518
102,Barlovento,-0.04239,-0.04809,0.05000,0.28257
103,Barlovento,-0.04239,-0.04809,0.07000,0.31608
104,Barlovento,-0.04239,-0.04809,0.09000,0.35179
105,Barlovento,-0.04239,-0.04809,0.11000,0.38381
106,Barlovento,-0.04239,-0.04809,0.13000,0.41284
107,Barlovento,-0.04239,-0.04809,0.15000,0.43960
108,Barlovento,-0.04239,-0.04809,0.17000,0.46453
109,Barlovento,-0.04239,-0.04809,0.19000,0.48756
110,Barlovento,-0.04239,-0.04809,0.21000,0.50857
111,Barlovento,-0.04239,-0.04809,0.23000,0.52775
112,Barlovento,-0.04239,-0.04809,0.25000,0.54543
113,Barlovento,-0.04239,-0.04809,0.27000,0.56183
114,Barlovento,-0.04239,-0.04809,0.29000,0.57742
115,Barlovento,-0.04239,-0.04809,0.31000,0.59263
116,Barlovento,-0.04239,-0.04809,0.33000,0.60819
117,Barlovento,-0.04239,-0.04809,0.35000,0.61582
118,Barlovento,-0.04239,-0.04809,0.37000,0.62101
119,Barlovento,-0.04239,-0.04809,0.39000,0.55653
120,Barlovento,-0.04587,-0.02840,0.01000,0.47800
121,Barlovento,-0.04587,-0.02840,0.03000,0.41763
122,Barlovento,-0.04587,-0.02840,0.05000,0.44872
123,Barlovento,-0.04587,-0.02840,0.07000,0.49720
124,Barlovento,-0.04587,-0.02840,0.09000,0.54331
125,Barlovento,-0.04587,-0.02840,0.11000,0.58538
126,Barlovento,-0.04587,-0.02840,0.13000,0.62370
127,Barlovento,-0.04587,-0.02840,0.15000,0.65871
128,Barlovento,-0.04587,-0.02840,0.17000,0.69095
129,Barlovento,-0.04587,-0.02840,0.19000,0.72085
130,Barlovento,-0.04587,-0.02840,0.21000,0.74853
131,Barlovento,-0.04587,-0.02840,0.23000,0.77415
132,Barlovento,-0.04587,-0.02840,0.25000,0.79799
133,Barlovento,-0.04587,-0.02840,0.27000,0.82000
134,Barlovento,-0.04587,-0.02840,0.29000,0.84006
135,Barlovento,-0.04587,-0.02840,0.31000,0.85762
136,Barlovento,-0.04587,-0.02840,0.33000,0.87137
137,Barlovento,-0.04587,-0.02840,0.35000,0.87642
138,Barlovento,-0.04587,-0.02840,0.37000,0.85475
139,Barlovento,-0.04587,-0.02840,0.39000,0.67808
140,Barlovento,-0.04934,-0.00870,0.01000,0.52962
141,Barlovento,-0.04934,-0.00870,0.03000,0.46494
142,Barlovento,-0.04934,-0.00870,0.05000,0.49936
143,Barlovento,-0.04934,-0.00870,0.07000,0.55061
144,Barlovento,-0.04934,-0.00870,0.09000,0.60095
145,Barlovento,-0.04934,-0.00870,0.11000,0.64711
146,Barlovento,-0.04934,-0.00870,0.13000,0.68907
147,Barlovento,-0.04934,-0.00870,0.15000,0.72732
148,Barlovento,-0.04934,-0.00870,0.17000,0.76248
149,Barlovento,-0.04934,-0.00870,0.19000,0.79502
150,Barlovento,-0.04934,-0.00870,0.21000,0.82527
151,Barlovento,-0.04934,-0.00870,0.23000,0.85335
152,Barlovento,-0.04934,-0.00870,0.25000,0.87947
153,Barlovento,-0.04934,-0.00870,0.27000,0.90353
154,Barlovento,-0.04934,-0.00870,0.29000,0.92519
155,Barlovento,-0.04934,-0.00870,0.31000,0.94347
156,Barlovento,-0.04934,-0.00870,0.33000,0.95611
157,Barlovento,-0.04934,-0.00870,0.35000,0.95632
158,Barlovento,-0.04934,-0.00870,0.37000,0.92085
159,Barlovento,-0.04934,-0.00870,0.39000,0.71757
160,Barlovento,-0.05281,0.01100,0.01000,0.49890
161,Barlovento,-0.05281,0.01100,0.03000,0.43836
162,Barlovento,-0.05281,0.01100,0.05000,0.48596
163,Barlovento,-0.05281,0.01100,0.07000,0.54354
164,Barlovento,-0.05281,0.01100,0.09000,0.59651
165,Barlovento,-0.05281,0.01100,0.11000,0.64371
166,Barlovento,-0.05281,0.01100,0.13000,0.68598
167,Barlovento,-0.05281,0.01100,0.15000,0.72435
168,Barlovento,-0.05281,0.01100,0.17000,0.75950
169,Barlovento,-0.05281,0.01100,0.19000,0.79202
170,Barlovento,-0.05281,0.01100,0.21000,0.82234
171,Barlovento,-0.05281,0.01100,0.23000,0.85079
172,Barlovento,-0.05281,0.01100,0.25000,0.87755
173,Barlovento,-0.05281,0.01100,0.27000,0.90267
174,Barlovento,-0.05281,0.01100,0.29000,0.92593
175,Barlovento,-0.05281,0.01100,0.31000,0.94645
176,Barlovento,-0.05281,0.01100,0.33000,0.96225
177,Barlovento,-0.05281,0.01100,0.35000,0.96740
178,Barlovento,-0.05281,0.01100,0.37000,0.93993
179,Barlovento,-0.05281,0.01100,0.39000,0.74920
180,Barlovento,-0.05628,0.03069,0.01000,0.27457
181,Barlovento,-0.05628,0.03069,0.03000,0.27602
182,Barlovento,-0.05628,0.03069,0.05000,0.35532
183,Barlovento,-0.05628,0.03069,0.07000,0.40110
184,Barlovento,-0.05628,0.03069,0.09000,0.45074
185,Barlovento,-0.05628,0.03069,0.11000,0.48976
186,Barlovento,-0.05628,0.03069,0.13000,0.52449
187,Barlovento,-0.05628,0.03069,0.15000,0.55615
188,Barlovento,-0.05628,0.03069,0.17000,0.58450
189,Barlovento,-0.05628,0.03069,0.19000,0.61065
190,Barlovento,-0.05628,0.03069,0.21000,0.63546
191,Barlovento,-0.05628,0.03069,0.23000,0.65957
192,Barlovento,-0.05628,0.03069,0.25000,0.68364
193,Barlovento,-0.05628,0.03069,0.27000,0.70757
194,Barlovento,-0.05628,0.03069,0.29000,0.73208
195,Barlovento,-0.05628,0.03069,0.31000,0.75780
196,Barlovento,-0.05628,0.03069,0.33000,0.78225
197,Barlovento,-0.05628,0.03069,0.35000,0.80588
198,Barlovento,-0.05628,0.03069,0.37000,0.81234
199,Barlovento,-0.05628,0.03069,0.39000,0.72662
200,Lateral+,-0.04809,0.04239,0.01000,-0.79271
201,Lateral+,-0.04809,0.04239,0.03000,-0.73508
202,Lateral+,-0.04809,0.04239,0.05000,-0.68694
203,Lateral+,-0.04809,0.04239,0.07000,-0.65196
204,Lateral+,-0.04809,0.04239,0.09000,-0.61748
205,Lateral+,-0.04809,0.04239,0.11000,-0.66758
206,Lateral+,-0.04809,0.04239,0.13000,-0.68272
207,Lateral+,-0.04809,0.04239,0.15000,-0.69492
208,Lateral+,-0.04809,0.04239,0.17000,-0.71954
209,Lateral+,-0.04809,0.04239,0.19000,-0.74467
210,Lateral+,-0.04809,0.04239,0.21000,-0.76662
211,Lateral+,-0.04809,0.04239,0.23000,-0.78390
212,Lateral+,-0.04809,0.04239,0.25000,-0.79019
213,Lateral+,-0.04809,0.04239,0.27000,-0.78712
214,Lateral+,-0.04809,0.04239,0.29000,-0.77368
215,Lateral+,-0.04809,0.04239,0.31000,-0.73927
216,Lateral+,-0.04809,0.04239,0.33000,-0.77871
217,Lateral+,-0.04809,0.04239,0.35000,-0.85135
218,Lateral+,-0.04809,0.04239,0.37000,-0.89317
219,Lateral+,-0.04809,0.04239,0.39000,-1.13854
220,Lateral+,-0.02840,0.04587,0.01000,-0.60226
221,Lateral+,-0.02840,0.04587,0.03000,-0.70169
222,Lateral+,-0.02840,0.04587,0.05000,-0.66706
223,Lateral+,-0.02840,0.04587,0.07000,-0.65061
224,Lateral+,-0.02840,0.04587,0.09000,-0.64596
225,Lateral+,-0.02840,0.04587,0.11000,-0.66197
226,Lateral+,-0.02840,0.04587,0.13000,-0.67741
227,Lateral+,-0.02840,0.04587,0.15000,-0.69452
228,Lateral+,-0.02840,0.04587,0.17000,-0.71274
229,Lateral+,-0.02840,0.04587,0.19000,-0.73031
230,Lateral+,-0.02840,0.04587,0.21000,-0.74572
231,Lateral+,-0.02840,0.04587,0.23000,-0.75684
232,Lateral+,-0.02840,0.04587,0.25000,-0.76292
233,Lateral+,-0.02840,0.04587,0.27000,-0.76187
234,Lateral+,-0.02840,0.04587,0.29000,-0.75586
235,Lateral+,-0.02840,0.04587,0.31000,-0.75492
236,Lateral+,-0.02840,0.04587,0.33000,-0.78459
237,Lateral+,-0.02840,0.04587,0.35000,-0.81691
238,Lateral+,-0.02840,0.04587,0.37000,-0.83893
239,Lateral+,-0.02840,0.04587,0.39000,-0.75425
240,Lateral+,-0.00870,0.04934,0.01000,-0.35380
241,Lateral+,-0.00870,0.04934,0.03000,-0.58179
242,Lateral+,-0.00870,0.04934,0.05000,-0.61025
243,Lateral+,-0.00870,0.04934,0.07000,-0.60772
244,Lateral+,-0.00870,0.04934,0.09000,-0.61564
245,Lateral+,-0.00870,0.04934,0.11000,-0.62681
246,Lateral+,-0.00870,0.04934,0.13000,-0.64233
247,Lateral+,-0.00870,0.04934,0.15000,-0.65816
248,Lateral+,-0.00870,0.04934,0.17000,-0.67035
249,Lateral+,-0.00870,0.04934,0.19000,-0.67959
250,Lateral+,-0.00870,0.04934,0.21000,-0.68625
251,Lateral+,-0.00870,0.04934,0.23000,-0.69114
252,Lateral+,-0.00870,0.04934,0.25000,-0.69675
253,Lateral+,-0.00870,0.04934,0.27000,-0.70306
254,Lateral+,-0.00870,0.04934,0.29000,-0.70831
255,Lateral+,-0.00870,0.04934,0.31000,-0.71285
256,Lateral+,-0.00870,0.04934,0.33000,-0.72501
257,Lateral+,-0.00870,0.04934,0.35000,-0.72126
258,Lateral+,-0.00870,0.04934,0.37000,-0.69793
259,Lateral+,-0.00870,0.04934,0.39000,-0.54730
260,Lateral+,0.01100,0.05281,0.01000,-0.27612
261,Lateral+,0.01100,0.05281,0.03000,-0.41669
262,Lateral+,0.01100,0.05281,0.05000,-0.50482
263,Lateral+,0.01100,0.05281,0.07000,-0.51993
264,Lateral+,0.01100,0.05281,0.09000,-0.53854
265,Lateral+,0.01100,0.05281,0.11000,-0.55036
266,Lateral+,0.01100,0.05281,0.13000,-0.55976
267,Lateral+,0.01100,0.05281,0.15000,-0.56752
268,Lateral+,0.01100,0.05281,0.17000,-0.57156
269,Lateral+,0.01100,0.05281,0.19000,-0.57286
270,Lateral+,0.01100,0.05281,0.21000,-0.57373
271,Lateral+,0.01100,0.05281,0.23000,-0.57668
272,Lateral+,0.01100,0.05281,0.25000,-0.58338
273,Lateral+,0.01100,0.05281,0.27000,-0.59351
274,Lateral+,0.01100,0.05281,0.29000,-0.60283
275,Lateral+,0.01100,0.05281,0.31000,-0.60389
276,Lateral+,0.01100,0.05281,0.33000,-0.59434
277,Lateral+,0.01100,0.05281,0.35000,-0.56617
278,Lateral+,0.01100,0.05281,0.37000,-0.50408
279,Lateral+,0.01100,0.05281,0.39000,-0.38616
280,Lateral+,0.03069,0.05628,0.01000,-0.28700
281,Lateral+,0.03069,0.05628,0.03000,-0.33406
282,Lateral+,0.03069,0.05628,0.05000,-0.40199
283,Lateral+,0.03069,0.05628,0.07000,-0.42211
284,Lateral+,0.03069,0.05628,0.09000,-0.43961
285,Lateral+,0.03069,0.05628,0.11000,-0.44384
286,Lateral+,0.03069,0.05628,0.13000,-0.44173
287,Lateral+,0.03069,0.05628,0.15000,-0.43758
288,Lateral+,0.03069,0.05628,0.17000,-0.43203
289,Lateral+,0.03069,0.05628,0.19000,-0.42678
290,Lateral+,0.03069,0.05628,0.21000,-0.42456
291,Lateral+,0.03069,0.05628,0.23000,-0.42711
292,Lateral+,0.03069,0.05628,0.25000,-0.43478
293,Lateral+,0.03069,0.05628,0.27000,-0.44662
294,Lateral+,0.03069,0.05628,0.29000,-0.45669
295,Lateral+,0.03069,0.05628,0.31000,-0.45481
296,Lateral+,0.03069,0.05628,0.33000,-0.43570
297,Lateral+,0.03069,0.05628,0.35000,-0.40989
298,Lateral+,0.03069,0.05628,0.37000,-0.36771
299,Lateral+,0.03069,0.05628,0.39000,-0.30756
300,Lateral-,-0.03069,-0.05628,0.01000,-0.48962
301,Lateral-,-0.03069,-0.05628,0.03000,-0.47827
302,Lateral-,-0.03069,-0.05628,0.05000,-0.45963
303,Lateral-,-0.03069,-0.05628,0.07000,-0.44933
304,Lateral-,-0.03069,-0.05628,0.09000,-0.44548
305,Lateral-,-0.03069,-0.05628,0.11000,-0.44328
306,Lateral-,-0.03069,-0.05628,0.13000,-0.44037
307,Lateral-,-0.03069,-0.05628,0.15000,-0.43666
308,Lateral-,-0.03069,-0.05628,0.17000,-0.43325
309,Lateral-,-0.03069,-0.05628,0.19000,-0.43146
310,Lateral-,-0.03069,-0.05628,0.21000,-0.43217
311,Lateral-,-0.03069,-0.05628,0.23000,-0.43554
312,Lateral-,-0.03069,-0.05628,0.25000,-0.44127
313,Lateral-,-0.03069,-0.05628,0.27000,-0.44862
314,Lateral-,-0.03069,-0.05628,0.29000,-0.45672
315,Lateral-,-0.03069,-0.05628,0.31000,-0.46510
316,Lateral-,-0.03069,-0.05628,0.33000,-0.47528
317,Lateral-,-0.03069,-0.05628,0.35000,-0.47802
318,Lateral-,-0.03069,-0.05628,0.37000,-0.48346
319,Lateral-,-0.03069,-0.05628,0.39000,-0.49465
320,Lateral-,-0.01100,-0.05281,0.01000,-0.46653
321,Lateral-,-0.01100,-0.05281,0.03000,-0.47522
322,Lateral-,-0.01100,-0.05281,0.05000,-0.46381
323,Lateral-,-0.01100,-0.05281,0.07000,-0.45232
324,Lateral-,-0.01100,-0.05281,0.09000,-0.45009
325,Lateral-,-0.01100,-0.05281,0.11000,-0.44961
326,Lateral-,-0.01100,-0.05281,0.13000,-0.44796
327,Lateral-,-0.01100,-0.05281,0.15000,-0.44505
328,Lateral-,-0.01100,-0.05281,0.17000,-0.44224
329,Lateral-,-0.01100,-0.05281,0.19000,-0.44076
330,Lateral-,-0.01100,-0.05281,0.21000,-0.44155
331,Lateral-,-0.01100,-0.05281,0.23000,-0.44496
332,Lateral-,-0.01100,-0.05281,0.25000,-0.45061
333,Lateral-,-0.01100,-0.05281,0.27000,-0.45768
334,Lateral-,-0.01100,-0.05281,0.29000,-0.46530
335,Lateral-,-0.01100,-0.05281,0.31000,-0.47266
336,Lateral-,-0.01100,-0.05281,0.33000,-0.47918
337,Lateral-,-0.01100,-0.05281,0.35000,-0.48285
338,Lateral-,-0.01100,-0.05281,0.37000,-0.48829
339,Lateral-,-0.01100,-0.05281,0.39000,-0.50265
340,Lateral-,0.00870,-0.04934,0.01000,-0.42849
341,Lateral-,0.00870,-0.04934,0.03000,-0.46424
342,Lateral-,0.00870,-0.04934,0.05000,-0.45585
343,Lateral-,0.00870,-0.04934,0.07000,-0.45020
344,Lateral-,0.00870,-0.04934,0.09000,-0.44839
345,Lateral-,0.00870,-0.04934,0.11000,-0.44834
346,Lateral-,0.00870,-0.04934,0.13000,-0.44572
347,Lateral-,0.00870,-0.04934,0.15000,-0.44153
348,Lateral-,0.00870,-0.04934,0.17000,-0.43753
349,Lateral-,0.00870,-0.04934,0.19000,-0.43518
350,Lateral-,0.00870,-0.04934,0.21000,-0.43557
351,Lateral-,0.00870,-0.04934,0.23000,-0.43902
352,Lateral-,0.00870,-0.04934,0.25000,-0.44515
353,Lateral-,0.00870,-0.04934,0.27000,-0.45313
354,Lateral-,0.00870,-0.04934,0.29000,-0.46182
355,Lateral-,0.00870,-0.04934,0.31000,-0.47010
356,Lateral-,0.00870,-0.04934,0.33000,-0.47698
357,Lateral-,0.00870,-0.04934,0.35000,-0.48176
358,Lateral-,0.00870,-0.04934,0.37000,-0.48554
359,Lateral-,0.00870,-0.04934,0.39000,-0.49449
360,Lateral-,0.02840,-0.04587,0.01000,-0.40062
361,Lateral-,0.02840,-0.04587,0.03000,-0.44468
362,Lateral-,0.02840,-0.04587,0.05000,-0.44160
363,Lateral-,0.02840,-0.04587,0.07000,-0.43617
364,Lateral-,0.02840,-0.04587,0.09000,-0.43871
365,Lateral-,0.02840,-0.04587,0.11000,-0.43898
366,Lateral-,0.02840,-0.04587,0.13000,-0.43592
367,Lateral-,0.02840,-0.04587,0.15000,-0.43155
368,Lateral-,0.02840,-0.04587,0.17000,-0.42734
369,Lateral-,0.02840,-0.04587,0.19000,-0.42460
370,Lateral-,0.02840,-0.04587,0.21000,-0.42435
371,Lateral-,0.02840,-0.04587,0.23000,-0.42716
372,Lateral-,0.02840,-0.04587,0.25000,-0.43246
373,Lateral-,0.02840,-0.04587,0.27000,-0.43966
374,Lateral-,0.02840,-0.04587,0.29000,-0.44772
375,Lateral-,0.02840,-0.04587,0.31000,-0.45552
376,Lateral-,0.02840,-0.04587,0.33000,-0.46183
377,Lateral-,0.02840,-0.04587,0.35000,-0.46557
378,Lateral-,0.02840,-0.04587,0.37000,-0.46594
379,Lateral-,0.02840,-0.04587,0.39000,-0.47093
380,Lateral-,0.04809,-0.04239,0.01000,-0.39259
381,Lateral-,0.04809,-0.04239,0.03000,-0.42714
382,Lateral-,0.04809,-0.04239,0.05000,-0.42447
383,Lateral-,0.04809,-0.04239,0.07000,-0.44331
384,Lateral-,0.04809,-0.04239,0.09000,-0.44413
385,Lateral-,0.04809,-0.04239,0.11000,-0.45204
386,Lateral-,0.04809,-0.04239,0.13000,-0.45917
387,Lateral-,0.04809,-0.04239,0.15000,-0.45692
388,Lateral-,0.04809,-0.04239,0.17000,-0.45207
389,Lateral-,0.04809,-0.04239,0.19000,-0.44795
390,Lateral-,0.04809,-0.04239,0.21000,-0.44572
391,Lateral-,0.04809,-0.04239,0.23000,-0.44587
392,Lateral-,0.04809,-0.04239,0.25000,-0.44817
393,Lateral-,0.04809,-0.04239,0.27000,-0.45210
394,Lateral-,0.04809,-0.04239,0.29000,-0.45668
395,Lateral-,0.04809,-0.04239,0.31000,-0.46083
396,Lateral-,0.04809,-0.04239,0.33000,-0.46347
397,Lateral-,0.04809,-0.04239,0.35000,-0.46313
398,Lateral-,0.04809,-0.04239,0.37000,-0.45865
399,Lateral-,0.04809,-0.04239,0.39000,-0.45131
